id,budget,revenue,runtime,status,tagline,production_countries,spoken_languages,production_companies
460458,25000000,41914915,107,Released,Witness the beginning of evil.,DE|US|CA,en,Constantin Film|Screen Gems|Davis Raccoon Films
1402,55000000,307077295,117,Released,"For his son, one man will reach for the impossible.",US,en|cn,Escape Artists|Relativity Media|Columbia Pictures|Overbrook Entertainment
335983,116000000,856085151,112,Released,The world has enough superheroes.,CN|US,zh|en|ms,Matt Tolmach Productions|Pascal Pictures|Marvel Entertainment|Tencent Pictures|Arad Productions|Columbia Pictures
12155,200000000,1025467110,108,Released,You're invited to a very important date.,US,en,Walt Disney Pictures|Roth Films|Team Todd|The Zanuck Company
615457,16000000,57512470,91,Released,Never underestimate a nobody.,US,en|ru|es,87North Productions|OPE Partners|Eighty Two Films
524434,200000000,402064899,156,Released,In the beginning...,US,ar|en|hi|la|es,Marvel Studios
439079,22000000,366082797,96,Released,Pray for forgiveness.,US,la|fr|zh|ro|en,New Line Cinema|Atomic Monster|The Safran Company
91314,210000000,1105261713,165,Released,"This is not war, it's extinction.",US,zh|en,di Bonaventura Pictures|DeSanto/Murphy Productions|Ian Bryce Productions|Paramount Pictures|Hasbro
296096,20000000,207945075,110,Released,Live boldly.,US,en,New Line Cinema|Sunswept Entertainment|Metro-Goldwyn-Mayer
4247,19000000,278023280,88,Released,No mercy. No shame. No sequel.,US,en,Brad Grey Pictures|Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films
629542,80000000,250162278,100,Released,Good is no fun at all.,US,en,DreamWorks Animation
131634,160000000,653428261,137,Released,The fire will burn forever.,DE|US,en,Lionsgate|Color Force|Studio Babelsberg
493922,10000000,87796204,128,Released,Every family tree hides a secret.,US|GB,en,PalmStar Media|Pulse Films|Finch Entertainment|Windy Hill Pictures
604,150000000,738599701,138,Released,Free your mind.,US,en|fr,Village Roadshow Pictures|Silver Pictures|NPV Entertainment
508883,50000000,294200000,124,Released,"Where death comes to an end, life finds a new beginning.",JP,ja,Studio Ghibli
580489,110000000,506863592,97,Released,You are what you eat.,US,es|en,Columbia Pictures|Pascal Pictures|Matt Tolmach Productions|Arad Productions
107,100000000,83557872,103,Released,Stealin' stones and breakin' bones.,GB,en|ru,Marv
345940,150000000,530517320,113,Released,Pleased to eat you.,CN|US,zh|en|ja|th,Apelles Entertainment|Gravity Pictures|di Bonaventura Pictures|Flagship Entertainment Group|Maeday Productions|Warner Bros. Pictures
575264,220000000,571125435,164,Released,We all share the same fate.,US,fr|en|it|ru,Paramount Pictures|Skydance Media|TC Productions
1064028,4400000,262793,105,Released,Don't turn her on.,US,en,Millennium Media|Campbell Grobman Films|XYZ Films
1250,110000000,228738393,114,Released,Long ago he made a deal to save someone he loved.,US,en,Crystal Sky Pictures|Relativity Media|Columbia Pictures|Marvel Studios|Canarsie
512200,125000000,801693929,123,Released,New places. New faces. Next level.,US,en,Columbia Pictures|Seven Bucks Productions|Matt Tolmach Productions|The Detective Agency
4232,14000000,173046663,112,Released,Someone has taken their love of scary movies one step too far. Solving this mystery is going to be murder.,US,en,Dimension Films|Woods Entertainment
10020,25000000,424967620,84,Released,The most beautiful love story ever told.,US,fr|en,Silver Screen Partners IV|Walt Disney Pictures
260346,48000000,325800000,109,Released,It ends here.,FR|US|ES,en,EuropaCorp|20th Century Fox|M6 Films|TSG Entertainment|Meñakoz Films
10192,165000000,752600867,93,Released,It ain't ogre... til it's ogre.,US,en,DreamWorks Animation
882569,55000000,21948551,123,Released,A bond. A pledge. A commitment.,GB|US,en|de|fa,STXfilms|Toff Guy Films
242,54000000,136766062,162,Released,All the power on earth can't change destiny.,US,en|it|de|la,Paramount Pictures|American Zoetrope
640146,200000000,476071180,125,Released,Witness the beginning of a new dynasty.,US,en,Marvel Studios|Kevin Feige Productions
507086,658800000,1004004592,147,Released,The epic conclusion of the Jurassic era.,US,en,Amblin Entertainment|Universal Pictures
14161,200000000,791217826,158,Released,We were warned.,US,de|ru|es|fr|hi|en|it|la|pt|bo|zh,Columbia Pictures|Centropolis Entertainment|Farewell Productions|The Mark Gordon Company
747,6000000,39396175,99,Released,A romantic comedy. With zombies.,GB,en,WT² Productions|Big Talk Studios
423,35000000,120098945,150,Released,Music was his passion. Survival was his masterpiece.,FR|DE|PL|GB,en|de|pl|ru,R.P. Productions|Heritage Films|Studio Babelsberg|Runteam|StudioCanal
6479,150000000,585410052,101,Released,The last man on Earth is not alone.,US|GB,en,Village Roadshow Pictures|Weed Road Pictures|Overbrook Entertainment|Warner Bros. Pictures|Heyday Films|Original Film
454626,85000000,319715683,99,Released,A whole new speed of hero.,JP|US,en,Original Film|Blur Studio|Marza Animation Planet|Paramount Pictures|SEGA|SEGA of America
80321,145000000,746921274,93,Released,They have one shot to get back home.,US,en,DreamWorks Animation|Pacific Data Images
73,20000000,23900000,119,Released,Some legacies must end.,US,en,New Line Cinema|Savoy Pictures|The Turman-Morrissey Company
9487,80000000,363258859,95,Released,An epic of miniature proportions.,US,en,Pixar
10867,0,14493284,108,Released,"Too young to be a widow, too beautiful to be alone.",IT|US,en|it|la,Medusa Film|Miramax|Pacific Pictures|Tele+
476669,100000000,125897478,131,Released,Witness the bloody origin.,GB|US,en,Marv|Cloudy Productions|20th Century Studios|TSG Entertainment
310131,4000000,40423945,92,Released,Evil takes many forms.,BR|CA|GB|US,en,Very Special Projects|Parts & Labor|RT Features|Rooks Nest Entertainment|Maiden Voyage Pictures|Pulse Films|Scythia Films|Code Red Productions|Mott Street Pictures
607,90000000,589390539,98,Released,Protecting the Earth from the scum of the universe.,US,en|es,Columbia Pictures|Amblin Entertainment|Parkes+MacDonald Production
364,80000000,280000000,126,Released,The Bat. The Cat. The Penguin.,US,en,Warner Bros. Pictures|Polygram Pictures
269955,0,0,132,Released,"If I cannot see you, I can't even breathe…",KR,ko,Next Entertainment World|Finecut|Iron Pack
35648,0,0,80,Released,,JP,ja,Tokyo Theatres Company|Sony Music Entertainment|movic|KADOKAWA Shoten|TV Asahi|Aniplex|APPP Company
1064213,6000000,56286295,139,Released,Love is a hustle.,US,en|ru|hy,Cre Film|FilmNation Entertainment
345887,62000000,190400157,121,Released,There is no equal.,US,ar|en|fr|he|es|tr,Lonetree Entertainment|Fuqua Films|Escape Artists|ZHIV Productions|Mace Neufeld Productions|Columbia Pictures
1734,98000000,443280904,130,Released,Adventure is reborn.,US,en|ar,Universal Pictures|Alphaville Films|Imhotep Productions
8358,90000000,429632142,143,Released,"At the edge of the world, his journey begins.",US,ru|en,20th Century Fox|DreamWorks Pictures|Playtone
290859,185000000,261119292,128,Released,Welcome to the day after judgement day.,US,en|es,20th Century Fox|Skydance Media|Paramount Pictures|Tencent Pictures|TSG Entertainment|Lightstorm Entertainment
10198,105000000,270997378,98,Released,Every love story begins with a kiss...,US,fr|en,Walt Disney Animation Studios
1265,60000000,137587063,95,Released,"Discover a place that will never leave you, and a friendship that will change you forever.",US,en,Lauren Levine Productions Inc.|Walden Media|Hal Lieberman Company
447277,297000000,569626289,135,Released,Be a part of her world.,US,en,Walt Disney Pictures|Lucamar Productions|Marc Platt Productions
146233,46000000,122127446,153,Released,How far would you go to protect your child?,US,en,Alcon Entertainment|8:38 Productions|Madhouse Entertainment
291805,120000000,334897606,129,Released,You haven't seen anything yet.,HK|US,cn|zh|en,Summit Entertainment|K/O Paper Products|TIK Films|Lionsgate
425909,75000000,204445747,124,Released,Discover the past. Save the future.,CA|US,en,Columbia Pictures|Bron Studios|The Montecito Picture Company|Ghost Corps
72105,50000000,549368315,107,Released,Ted is coming.,US,en,Universal Pictures|MRC|Fuzzy Door Productions|Bluegrass Films|Smart Entertainment
788,25000000,441286195,125,Released,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,US,en,20th Century Fox|Blue Wolf Productions
11836,30000000,141067890,87,Released,Hero. Legend. Sponge.,US,en,Paramount Pictures|Nickelodeon Movies|United Plankton Pictures|Peanut Worm Productions
823219,3700000,17660107,85,Released,Disaster tore their world apart. Friendship will bring them together.,LV|BE|FR,xx,Dream Well Studio|Sacrebleu Productions|Take Five|ARTE France Cinéma|RTBF
937287,55000000,94182533,132,Released,Her game. Her rules.,IT|US,en|ro,Pascal Pictures|Why Are You Acting? Productions|Frenesy Film|Amazon MGM Studios
1949,65000000,84785914,157,Released,There's more than one way to lose your life to a killer.,US,en,Paramount Pictures|Warner Bros. Pictures|Phoenix Pictures
197,72000000,213216216,178,Released,"Every man dies, not every man really lives.",US,en|fr|la|gd,The Ladd Company|Icon Productions|Icon Entertainment International
624860,190000000,156497322,148,Released,Return to the Source.,US,en,Warner Bros. Pictures|Village Roadshow Pictures|Venus Castina Productions
420818,260000000,1662020819,118,Released,The king has returned.,US,en,Walt Disney Pictures|Fairview Entertainment
11423,2800000,26000000,131,Released,The worst of them will stay with you... forever.,KR,ko|en,CJ Entertainment|Muhan Investment|Sidus
639933,70000000,69633110,137,Released,Conquer your fate.,US,en|is,Regency Enterprises|New Regency Pictures|Square Peg|Focus Features
14574,12500000,20416563,94,Released,"Lines may divide us, but hope will unite us.",GB|US,en|de,BBC Film|Miramax|Heyday Films
4248,45000000,141220678,82,Released,No more mercy. No more shame. No more sequels - honest! - We lied.,US,en,Brad Grey Pictures|Gold/Miller Productions|Wayans Bros. Entertainment|Dimension Films
917496,99000000,452000435,105,Released,The ghost with the most is back.,US,en,Warner Bros. Pictures|Geffen Pictures|Plan B Entertainment|Tim Burton Productions|Tommy Harper Productions|Domain Entertainment
115,15000000,47010480,117,Released,Times like these call for a Big Lebowski.,GB|US,en|he|es|de,PolyGram Filmed Entertainment|Working Title
8467,16000000,247275374,107,Released,"For Harry and Lloyd, every day is a no-brainer.",US,en,New Line Cinema|Motion Picture Corporation of America
1034541,2000000,90322103,125,Released,Prepare to be terrified again.,US,en,Dark Age Cinema|Fuzz on the Lens Productions|The Coven
843,3000000,15867968,99,Released,"Feel the heat, keep the feeling burning, let the sensation explode.",HK|FR,cn|fr|es,Block 2 Pictures|Paradis Films|Jet Tone Production
297802,160000000,1152028393,143,Released,Home is calling.,US,en,The Safran Company|Warner Bros. Pictures|DC Films
93456,76000000,970766005,98,Released,More minions. More despicable.,US,en|es,Illumination|Universal Pictures
760104,1000000,14745049,106,Released,Dying to show you a good time.,US,en,A24|Little Lamb Productions
343668,104000000,410902662,141,Released,A proper spy movie.,GB|US|IT,sv|en|it,20th Century Fox|Marv|Cloudy Productions|TSG Entertainment
45612,32000000,147332697,93,Released,Make every second count.,US|FR,en,The Mark Gordon Company|Summit Entertainment|Vendôme Production
162,20000000,86024005,105,Released,Innocence is what he knows. Beauty is what she sees.,US,en,20th Century Fox
11970,85000000,252712101,93,Released,The man. The myth. The movie.,US,en|es|el,Walt Disney Feature Animation
337404,200000000,233503234,134,Released,Hello cruel world.,US,en|fr,Walt Disney Pictures|Gunn Films|Marc Platt Productions
318846,28000000,133346506,131,Released,This is a true story.,US,en,Paramount Pictures|Regency Enterprises|Plan B Entertainment
47971,85000000,346118277,107,Released,"There are no more patriots, just rebels and tyrants.",CA|CN|US,en,Rox Productions|Revolution Studios|Maple Cage Productions|Huahua Media|Roth-Kirschenbaum Films|Shanghai Film Group|One Race|Paramount Pictures
675353,110000000,405421518,123,Released,Welcome to the next level.,JP|US,en,Original Film|Blur Studio|Marza Animation Planet|Paramount Pictures|SEGA|SEGA of America
100402,170000000,714766572,136,Released,In heroes we trust.,US,en,Marvel Studios
1579,40000000,120654337,138,Released,No one can outrun their destiny.,GB|US,,Icon Entertainment International|Icon Productions|Touchstone Pictures
645710,0,0,117,Released,How far will you go for one more look?,US,en|fr|ja|es,Divide / Conquer
929590,50000000,126542249,109,Released,Welcome to the frontline.,FI|GB|US,en,DNA Films|IPR.VC|A24
45243,80000000,586764305,102,Released,The wolfpack is back.,US,en|th,Legendary Pictures|Green Hat Films|Warner Bros. Pictures
270946,132000000,373515621,92,Released,The movie event that will blow their cover.,US,en,DreamWorks Animation|Pacific Data Images
363088,140000000,622674139,119,Released,Real heroes. Not actual size.,US,en,Marvel Studios
308266,50000000,86234523,114,Released,An American dream,US,sq|en|ar|ro,The Mark Gordon Company|Joint Effort|RatPac Entertainment|Warner Bros. Pictures
460465,20000000,84426031,110,Released,Get over here,US,ja|en|zh,Atomic Monster|Broken Road Productions|New Line Cinema
38055,130000000,321885765,96,Released,A superhero movie with a mind of its own.,US,en,DreamWorks Animation|Pacific Data Images
9738,100000000,333535934,106,Released,4 times the action. 4 times the adventure. 4 times the fantastic.,DE|US,en,Kumar Mobiliengesellschaft & Company Projekt Nr. 3|1492 Pictures|Marvel Enterprises|20th Century Fox|Bernd Eichinger Productions|Constantin Film
695721,100000000,337371917,157,Released,Everyone hungers for something.,DE|US,en,Lionsgate|Color Force|about:blank|Studio Babelsberg
44214,13000000,329398046,108,Released,"""I just want to be perfect.""",US,en|fr|it,Fox Searchlight Pictures|Cross Creek Pictures|Protozoa Pictures|Phoenix Pictures|Dune Entertainment
1244492,0,25198872,58,Released,Manga drew them together. Life made them best friends.,JP,ja,Studio Durian|avex pictures|Shueisha
4951,16000000,53478166,97,Released,How do I loathe thee? Let me count the ways.,US,en|fr,Mad Chance|Jaret Entertainment
9470,20000000,102034104,99,Released,So many gangsters… so little time.,CN|HK,cn,Huayi Brothers & Taihe Film Investment|Star Overseas|Beijing Film Studio|CP Film Production Asia|China Film Group Corporation
976573,200000000,496444308,102,Released,Opposites react.,US,en,Pixar
14,15000000,356296601,122,Released,... look closer,US,en,DreamWorks Pictures|Jinks/Cohen Company
9297,75000000,140175006,91,Released,There goes the neighborhood.,US,en,ImageMovers|Amblin Entertainment
10775,6400000,8836958,101,Released,Loyalty. Honor. Betrayal.,HK,cn|zh|th,Media Asia Films|Basic Pictures
7485,61000000,95700000,124,Released,Yesterday was about honor. Today is about justice.,US,en,Paramount Pictures|di Bonaventura Pictures|Grosvenor Park Impact Productions
275,7000000,60611975,98,Released,A lot can happen in the middle of nowhere.,GB|US,en,PolyGram Filmed Entertainment|Working Title
7131,160000000,300257475,132,Released,The one name they all fear.,CZ|US,en|la,Universal Pictures|The Sommers Company|Stillking Films
19994,16000000,31556061,107,Released,She's evil... and not just high school evil.,US,es|en,Fox Atomic|Dubiecki/Novick/Reitman Productions|Dune Entertainment
915935,6600000,36000000,151,Released,Did she do it?,FR,en|fr,Les Films de Pierre|Les Films Pelléas|France 2 Cinéma|Auvergne-Rhône-Alpes Cinéma
2105,11000000,235483004,95,Released,There's nothing like your first piece.,US,en,Zide-Perry Productions|Universal Pictures
9769,62000000,1100000,137,Released,A forbidden love. An unthinkable attraction. The ultimate price.,FR|US,en,Pathé|Lolita Productions
77,9000000,40060108,113,Released,Some memories are best forgotten.,US,en,Newmarket Films|Summit Entertainment|Team Todd|I Remember Productions
567609,6000000,57615777,96,Released,A killer game of hide and seek.,US,en,Mythology Entertainment|Vinson Films|Fox Searchlight Pictures|Radio Silence|TSG Entertainment
2501,60000000,214034224,119,Released,He was the perfect weapon until he became the target.,US|DE|CZ,en|fr|de|nl|it,Universal Pictures|Hypnotic|Kalima Productions|Stillking Films|The Kennedy/Marshall Company
646385,24000000,138874789,114,Released,It's always someone you know.,US,en,Paramount Pictures|Project X Entertainment|Radio Silence|Spyglass Media Group
137,14600000,71108778,101,Released,He’s having the worst day of his life… Over and over again.,US,en|fr|it,Columbia Pictures
1008042,4500000,91959188,95,Released,You call. They'll answer.,AU|GB,fr|el|en,Causeway Films|Screen Australia|South Australian Film Corporation|Bankside Films|Head Gear Films|Metrol Technology
766507,65000000,0,100,Released,They hunt to live. It lives to hunt.,US,en|fr,20th Century Studios|Davis Entertainment|Lawrence Gordon Productions
281338,150000000,490719763,140,Released,For freedom. For family. For the planet.,US,en,20th Century Fox|TSG Entertainment|Chernin Entertainment
493529,151000000,208200000,134,Released,No experience necessary.,CA|US,en,Entertainment One|Paramount Pictures
339403,34000000,226945087,113,Released,All you need is one killer track.,GB|US,en,Big Talk Studios|Working Title Films|MRC
402,49000000,352927224,128,Released,A brutal murder. A brilliant killer. A cop who can't resist the danger.,US|FR,en,Carolco Pictures|Le Studio Canal+
335988,217000000,605425157,154,Released,Two worlds collide. One survives.,US,en,Paramount Pictures|di Bonaventura Pictures|Ian Bryce Productions|DeSanto/Murphy Productions|Hasbro
294254,61000000,312296056,131,Released,The maze was just the beginning.,US,en,Temple Hill Entertainment|The Gotham Group|TSG Entertainment|20th Century Fox
4982,100000000,269755430,157,Released,There are two sides to the American dream.,US,en,Film Rites|Imagine Entertainment|Universal Pictures|Relativity Media|Scott Free Productions
399055,19500000,195300000,123,Released,A fairy tale for troubled times.,US,en|ru,Double Dare You|Fox Searchlight Pictures|Bull Productions|TSG Entertainment
670292,80000000,104272136,134,Released,This is a fight for our very existence.,CA|US,ja|en|th|vi,New Regency Pictures|Entertainment One|Regency Enterprises|Bad Dreams
374720,150000000,549136737,107,Released,"When 400,000 men couldn't get home, home came for them.",GB|US,en|fr|de,Warner Bros. Pictures|Syncopy|RatPac Entertainment
10191,165000000,495141736,98,Released,What started as fire and fury will become friendship.,US,en,DreamWorks Animation
9016,140000000,109578115,96,Released,Find your place in the universe.,US,en,Walt Disney Pictures
122906,12000000,87100449,123,Released,What if every moment in life came with a second chance?,GB|US,en,Universal Pictures|Relativity Media|Working Title
1111873,28000000,43015969,109,Released,Children can be such monsters.,US,en,Project X Entertainment|Radio Silence|Universal Pictures|Vinson Films
290250,50000000,71261763,116,Released,They're not that nice.,US,en,Silver Pictures|Waypoint Entertainment
1232449,0,136344,99,Released,,BE|NL,fr|nl,Polar Bear Films|Family Affair Films|Kwassa Films
36647,45000000,131183530,121,Released,"Against an army of Immortals, one warrior must draw first blood.",US,ru|en,New Line Cinema|Amen Ra Films|Imaginary Forces
310,80000000,484592874,101,Released,In Bruce we trust?,US,en,Pit Bull Productions|Spyglass Entertainment|Shady Acres Entertainment
392044,55000000,352800000,114,Released,Everyone is a suspect.,US,ar|en|fr|de|tr,The Mark Gordon Company|Genre Films|20th Century Fox|Scott Free Productions
1562,15000000,72304846,99,Released,When days turn to weeks...,GB|ES|US,en,DNA Films|Figment Films|UK Film Council|Fox Atomic|Koan|Sogecine|Dune Entertainment
4588,15000000,67100000,158,Released,"To kill the enemy, she would have to capture his heart... and break her own.",CN|HK|TW|US,cn|ja|zh|en,River Road Entertainment|Haishang Films|Focus Features|Sil-Metropole Organisation|Shanghai Film Group|Edko Films
615777,78000000,65267446,189,Released,Always make a scene.,US,cn|en|de|it|es,Paramount Pictures|Marc Platt Productions|C2 Motion Picture Group|Organism Pictures|Wild Chickens Productions
615656,129000000,398500317,116,Released,Back for seconds.,CN|US,en,Apelles Entertainment|Warner Bros. Pictures|di Bonaventura Pictures|CMC Pictures|Onaroll Productions|DF Pictures
41630,25000000,149200000,107,Released,Friendship has its benefits.,US,en,Katalyst Films|The Montecito Picture Company|Handsomecharlie Films
438148,85000000,940203765,87,Released,A villain will rise.,US,en,Universal Pictures|Illumination
242582,8500000,47425835,118,Released,The city shines brightest at night.,US,en,Sierra/Affinity|Bold Films
245891,20000000,86085191,101,Released,Don't set him off.,US,hu|en|ru,87Eleven|DefyNite Films|MJW Films|Thunder Road
335787,120000000,407141258,116,Released,Fortune favors the bold.,US,es|en,Columbia Pictures|Atlas Entertainment|PlayStation Productions|Arad Productions
50014,25000000,216600000,146,Released,Change begins with a whisper.,US,en,1492 Pictures|Harbinger Pictures
150689,95000000,543514353,105,Released,Midnight is just the beginning.,GB|US,en,Walt Disney Pictures|Genre Films|Beagle Pug Films|Allison Shearmur Productions
420809,185000000,491730089,119,Released,Go beyond the fairy tale.,US,en,Walt Disney Pictures|Roth Films
2123,51000000,149270999,117,Released,From gentle to mental.,US,en|de,Conundrum Entertainment|20th Century Fox
489988,0,1041955,97,Released,"The most amazing, incredible, remarkable true story ever told.",GB,fr|en,RAW
1933,17000000,210002906,101,Released,Sooner or later they’ll find you.,ES|US|FR,en,Cruise/Wagner Productions|Sogecine|Las Producciones del Escorpión
464052,200000000,169601036,151,Released,A new era of wonder begins.,US,en,Warner Bros. Pictures|The Stone Quarry|DC Films|Atlas Entertainment
296,200000000,435000000,109,Released,The machines will rise.,DE|GB|US,en,Intermedia Films|IMF Internationale Medien und Film 3 & Produktions|C2 Pictures|Mostow/Lieberman Productions
561,100000000,230900000,121,Released,Hell wants him. Heaven won't take him. Earth needs him.,DE|US,en|la|es|tl,Village Roadshow Pictures|Lonely Film Productions|The Donners' Company|Batfilm Productions|Weed Road Pictures|Warner Bros. Pictures|3 Arts Entertainment|DC Vertigo
412117,80000000,429434163,86,Released,They still have their secrets.,US,en,Universal Pictures|Illumination
2668,100000000,206071526,105,Released,Heads will roll.,US,en,Paramount Pictures|Mandalay Pictures|American Zoetrope|Karol Film Productions|Scott Rudin Productions|Tim Burton Productions
254128,110000000,473990832,114,Released,We always knew this day would come.,CA|US|AU,en,New Line Cinema|Village Roadshow Pictures|Flynn Picture Company|Warner Bros. Pictures
302946,44000000,155160045,128,Released,Calculate your choices.,US,en,Zero Gravity Management|Electric City Entertainment|RatPac Entertainment|Warner Bros. Pictures
251,22000000,505000000,127,Released,"Before Sam was murdered, he told Molly he'd love and protect her forever.",US,en,Paramount Pictures|Howard W. Koch Productions
459151,82000000,146745280,107,Released,Playtime is over.,US,en,DreamWorks Animation
697843,65000000,0,122,Released,Prepare for the ride of your life.,US,de|fr|ka|en,AGBO|TGIM Films|Wild State
335977,294700000,383963057,155,Released,A legend will face his destiny.,US,ar|en|fr|de|es,Lucasfilm Ltd.
27578,80000000,274470394,103,Released,Choose your weapon.,US|BG|DE,en|es,Nimar Studios|Rogue Marble|Millennium Media|Lionsgate|Nu Image Entertainment
168259,190000000,1515400000,138,Released,Vengeance hits home.,US,ar|en|es|th,Original Film|One Race|Universal Pictures
38575,40000000,359126022,140,Released,A challenge he never imagined. A teacher he never expected.,CN|HK|US,zh|en,Jerry Weintraub Productions|Columbia Pictures|Overbrook Entertainment|Emperor Motion Pictures|China Film Group Corporation
98566,125000000,485004754,101,Released,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,US,en|ja,Platinum Dunes|Gama Entertainment Partners|Heavy Metal|Mednick Productions
102651,180000000,758539785,97,Released,Don't believe the fairy tale.,US,en,Walt Disney Pictures|Roth Films
87827,120000000,609016565,127,Released,Take the journey of a lifetime.,US,ja|hi|fr|en|ta,Fox 2000 Pictures|Dune Entertainment|Ingenious Media|Haishang Films|Netter Productions|Big Screen Productions
63,29000000,168841459,129,Released,The future is history.,US,en|fr,Universal Pictures|Atlas Entertainment|Classico|Twelve Monkeys Productions
399579,170000000,405000000,122,Released,"​""I do not stand by in the presence of evil.""",US,en|es,Troublemaker Studios|Lightstorm Entertainment|20th Century Fox|TSG Entertainment
15512,175000000,381509870,94,Released,Saving the day the monster way.,US,en,DreamWorks Animation
70981,130000000,403354469,124,Released,The search for our beginning could lead to our end.,US|GB,gd|en,Dune Entertainment|20th Century Fox|Brandywine Productions|Scott Free Productions
152601,23000000,47351251,126,Released,A Spike Jonze love story.,US,en,Annapurna Pictures
526896,75000000,167635712,105,Released,A new Marvel legend arrives.,US,en|el|no|es,Columbia Pictures|Matt Tolmach Productions|Arad Productions
35,75000000,527068851,87,Released,See our family. And feel better about yours.,US,en,Gracie Films|20th Century Fox
646380,75000000,791863,138,Released,Based on truly possible events.,US,en,Hyperobject Industries
10830,36000000,33500000,98,Released,Somewhere inside all of us is the power to change the world.,US,en,Jersey Films|TriStar Pictures
968051,38500000,269670590,110,Released,Confess your sins.,US,en|fr|it|pt|es,New Line Cinema|Atomic Monster|The Safran Company
752623,74000000,192907684,112,Released,The adventure is real. The heroes are not.,US,en|fr|la|pt|es,Fortis Films|3dot Productions|Exhibit A
1018,15000000,20289986,147,Released,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,FR|US,es|en,StudioCanal|Les Films Alain Sarde|Asymmetrical Productions|Babbo
297,90000000,142940100,178,Released,Sooner or later everyone does.,US,nl|en,Universal Pictures|City Light Films
635302,15700000,523542183,117,Released,"With your blade, bring an end to the nightmare.",JP,ja,ufotable|Aniplex|Shueisha|TOHO
82702,145000000,621537519,102,Released,Training is over. The adventure begins.,US,en,DreamWorks Animation
19404,13200000,100000000,190,Released,"Come… fall In love, all over again…",IN,hi,Yash Raj Films
6477,60000000,361366633,92,Released,The original entourage.,US,en|es|fr|ja,Fox 2000 Pictures|Regency Enterprises|Bagdasarian Productions|Dune Entertainment|20th Century Fox
338953,200000000,407200000,142,Released,Return to the magic.,GB|US,en,Warner Bros. Pictures|Heyday Films
330459,200000000,1056057273,133,Released,Empires are built on fear. Rebellions are built on hope.,US,en,Lucasfilm Ltd.
346364,35000000,719766009,135,Released,You'll float too.,US,en,New Line Cinema|Vertigo Entertainment|Lin Pictures|KatzSmith Productions
954,80000000,457696391,111,Released,Expect the impossible.,US,en|fr|cs,Paramount Pictures|Cruise/Wagner Productions
976893,14000000,24094016,124,Released,"In a world of fleeting moments, find the beauty that lasts.",DE|JP,en|ja,Master Mind|Wenders Images
332562,36000000,436388866,136,Released,,US,en,Warner Bros. Pictures|Live Nation Studios|Metro-Goldwyn-Mayer|Peters Entertainment|Gerber Pictures|Joint Effort
297761,175000000,749200054,122,Released,Worst. Heroes. Ever.,US,en|ja|es,Warner Bros. Pictures|RatPac Entertainment|DC Films|Atlas Entertainment
10527,150000000,603900354,89,Released,"Still together, still lost.",US,en,DreamWorks Animation|Pacific Data Images
353081,178000000,824171374,147,Released,Some missions are not a choice.,US,en|fr,Paramount Pictures|Bad Robot|Skydance Media|TC Productions
501929,75000000,0,110,Released,Saving the world can be a trip.,HK|US,en,Lord Miller|Columbia Pictures|Sony Pictures Animation|One Cool Films
37799,40000000,224920315,121,Released,You don't get to 500 million friends without making a few enemies.,US,en,Columbia Pictures|Relativity Media|Scott Rudin Productions|Michael De Luca Productions|Trigger Street Productions
4256,45000000,220673217,84,Released,Great trilogies come in threes.,US,en,Brad Grey Pictures|Dimension Films
8835,18000000,141778365,96,Released,Boldly going where no blonde has gone.,US,en|hu,Metro-Goldwyn-Mayer|Marc Platt Productions
748783,60000000,254907482,101,Released,Indoor cat. Outdoor adventure.,HK|GB|US,en,Alcon Entertainment|DNEG|Wayfarer Studios|One Cool Group|Stage 6 Films|Andrews McMeel Entertainment|John Cohen Productions
18239,50000000,709827462,131,Released,Forbidden to remember. Terrified to forget.,US,en|it,Summit Entertainment|Temple Hill Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment
404368,175000000,529323962,112,Released,Who broke the internet?,US,en,Walt Disney Animation Studios
116745,90000000,188133322,114,Released,Stop dreaming. Start living.,GB|US,en|is|es,Samuel Goldwyn Films|Red Hour|New Line Cinema|Big Screen Productions|Down Productions|Ingenious Media|20th Century Fox|TSG Entertainment
1271,65000000,456082343,117,Released,Prepare for glory!,US,en,Virtual Studios|Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros. Pictures
293167,185000000,566652812,118,Released,All hail the king.,CN|US,en|vi,Legendary Pictures|Tencent Pictures
785084,3000000,57615635,117,Released,,US,en,A24|Protozoa Pictures
787699,125000000,634502312,117,Released,Every good thing in this world started with a dream.,GB|US,en,Warner Bros. Pictures|Village Roadshow Pictures|The Roald Dahl Story Company|Heyday Films|Domain Entertainment
5559,150000000,287594577,91,Released,Honey just got funny.,US,en,Columbus 81 Productions|DreamWorks Animation
9737,19000000,141407024,119,Released,Whatcha gonna do?,US,en,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films
329,63000000,1058454230,127,Released,An adventure 65 million years in the making.,US,en|es,Universal Pictures|Amblin Entertainment
